Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -noadj -condenseGenes) (cmd=getDiffExpression.pl tag_counts.txt KLRGhi-LCMV-12d KLRGhi-LCMV-7d KLRGlo-LCMV-12d KLRGlo-LCMV-7d RNA-LCMV-0d RNA-LCMV-35d-rep1 RNA-LCMV-35d-rep2 Foxo1-KO-KLRGhi-LCMV-12d Foxo1-KO-KLRGhi-LCMV-7d Foxo1-KO-KLRGlo-LCMV-7d Foxo1-KO-LCMV-0d)	Annotation/Divergence	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logFC	KLRGlo-LCMV-7d vs. RNA-LCMV-0d FDR	KLRGlo-LCMV-7d vs. RNA-LCMV-0d logCPM
NR_028427	5830416P10Rik|4833407H14Rik|5430437C04Rik|ENSMUSG00000074788|Gm10758|-|19 D2|19|ncRNA	-2.70674751384283	1.3629504083097602e-06	6.11097958745699
NM_146171	Ncapd2|2810406C15Rik|2810465G24Rik|CAP-D2|CNAP1|mKIAA0159|-|6|6 F2|protein-coding	-2.7054210350747203	1.00883574875104e-06	7.80402458701264
NM_178309	Brip1|3110009N10Rik|8030460J03Rik|Bach1|FACJ|Fancj|OF|RP23-36C4.3|11 C|11|protein-coding	-2.6921913381965	3.5840731409735603e-06	4.202314440479101
NM_001005788	Zfp69|Gm1029|Krab2|Zfp63|RP23-182D20.5|4 D2.2|4 56.66 cM|protein-coding	-2.69000542241158	2.45836956849515e-05	2.65167302476496
NR_104123	Tmevpg1|AI447422|-|10 D2|10|ncRNA	-2.6867721523048997	1.03130017496263e-05	3.22381632761413
NM_023913	Ern1|9030414B18Rik|AI225830|C85377|Ire1a|Ire1alpha|Ire1p|RP23-418O11.11-001|11 E1|11|protein-coding	-2.68623931056246	2.15922857378326e-06	5.23183806878839
NM_008512	Lrp1|A2mr|AI316852|CD91|Lrp|b2b1554Clo|-|10|10 B2-D1|protein-coding	-2.68574652952685	6.62031222362548e-05	2.14629123425966
NM_008320	Irf8|AI893568|ICSBP|IRF-8|Icsbp1|Myls|-|8 E1|8 70.05 cM|protein-coding	-2.68446407788994	2.54204465658172e-06	4.95408129345984
NM_008478	L1cam|CD171|L1|N-CAM-L1|NCAM-L1|RP23-373N8.1|X A6-B|X 37.43 cM|protein-coding	-2.67595633892856	2.83250567141316e-06	4.89837688385214
NM_001040085	Sytl2|AI266830|Slp2|mKIAA1597|-|7 E1|7|protein-coding	-2.66966538439276	1.84289119974635e-06	6.2228444573852
NM_177752	Eme1|6820428D13|RP23-290B5.3|11 D|11|protein-coding	-2.66904319674468	4.27631230146416e-06	4.2298932026336
NM_022409	Zfp296|2210018A16Rik|-|7 A3|7|protein-coding	-2.66656434015775	5.929491548098871e-05	2.25760697188075
NM_028038	Ddx28|2410004K13Rik|AI449652|Mddx28|-|8 D3|8|protein-coding	-2.65678768381571	2.48739869529687e-06	5.535196965920191
NM_009103	Rrm1|RnrM1|-|7 E3|7 54.72 cM|protein-coding	-2.6537152657618304	1.81230963405331e-06	7.1600258209368
NM_010442	Hmox1|D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32|-|8 C1|8 35.59 cM|protein-coding	-2.6536580590392598	1.4427089444078e-05	3.16356634281829
NM_001042699	Syne3|nesprin-3|-|12 E|12|protein-coding	-2.6530477495192204	3.25915528055448e-06	5.010200794499241
NM_001081163	Chsy1|mKIAA0990|-|7 C|7|protein-coding	-2.6473518028774	1.7226359551400799e-06	8.39314583335898
NR_027699	Serp2|2810032E02Rik|mCG_17767|14 D3|14|protein-coding	-2.6473255596127006	4.9874221036492295e-05	2.4136619780245696
NM_028083	Chaf1b|2600017H24Rik|C76145|CAF-I p60|CAF-Ip60|CAF1|CAF1A|CAF1P60|MPHOSPH7|-|16 C4|16 54.96 cM|protein-coding	-2.63457253338109	3.2983448210534098e-06	5.35057881990102
NM_025995	Fbxo5|2510044I10Rik|C85305|Emi1|Fbxo31|-|10 A1|10|protein-coding	-2.61617302431615	4.15509459823588e-06	5.1871915449020305
NM_001033543	Il20rb|AV228068|Fndc6|Gm186|Il20R2|-|9 E3.3|9|protein-coding	-2.6014717449148597	1.1328739286945401e-05	3.73958771190759
NM_133662	Ier3|AI663993|IEX-1|cI-3|gly96|-|17 B1|17|protein-coding	-2.59828765462504	1.9135622091675603e-05	3.2695556549312
NM_001291891	Adam19|AL024287|Mltnb|RP23-29H5.4|11 A5-B1.1|11 27.54 cM|protein-coding	-2.58026419210594	3.28879642038043e-06	8.196936882874219
NM_001162904	Mdm1|Arrd2|Mdm-1|-|10 C1-C3|10 66.65 cM|protein-coding	-2.57921556317875	2.42825513736114e-05	3.1940911818022104
NM_033583	Pcdhgc5|-|-|18 B3|18|protein-coding	-2.5663782404583304	1.5874609362297598e-05	3.68858735304695
NM_027154	Tmbim1|2310061B02Rik|AA960455|AU024746|C78899|RECS1|Tmbib1|mKIAA4161|-|1 C3|1|protein-coding	-2.55715736959575	3.5535224683581105e-05	3.0156098619136
NM_016866	Stk39|AW227544|AW556857|DCHT|RF005|Rnl5|SPAK|RP23-27J1.4|2|2 C3|protein-coding	-2.55358570667065	6.73674392509857e-06	5.3564452415102
NM_139117	Ybx3|Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR|-|6 F3|6|protein-coding	-2.5508505241761203	4.9838055155091695e-06	6.81789547617719
NM_017480	Icos|AILIM|CCLP|CRP-1|H4|Ly115|CH29-120A16.4|1 C2|1 30.6 cM|protein-coding	-2.54804857679735	4.89141954353692e-06	7.08348379720418
NM_019755	Plp2|mIMA4|-|X A2-A3.1|X 3.45 cM|protein-coding	-2.54600384457313	1.32780773457786e-05	4.0773419436835
NM_027354	Poc1a|2510040D07Rik|Wdr51a|-|9 F1|9|protein-coding	-2.54587384912185	1.1105014107215302e-05	4.34110671445785
NM_207298	Cercam|2600006K01Rik|AL024097|Ceecam1|RP23-443G7.3|2 B|2 20.76 cM|protein-coding	-2.54433674207153	1.02140858061094e-05	4.6838325015107
NM_028075	Tnfrsf13c|2010006P15Rik|BAFF-R|Baffr|Bcmd|Bcmd-1|Bcmd1|Lvis22|-|15 E1|15|protein-coding	-2.54192913788535	3.5535224683581105e-05	3.10076188081617
NM_145070	Hip1r|AA410023|mKIAA0655|-|5 F|5|protein-coding	-2.5401682295706203	4.8900968874083396e-06	7.5508671269176695
NR_045264	AI847159|OTTMUSG00000015420|RP24-388N11.3|2|2|ncRNA	-2.5385652313422002	2.6392928688906102e-05	3.3834833140347795
NM_027238	Ttc39b|1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585|RP23-17O21.2|4 C3|4|protein-coding	-2.53334405250443	5.533620132372401e-06	7.29170687679015
NM_001081304	Atf6|9130025P16Rik|9630036G24|AA789574|Atf6alpha|ESTM49|-|1 H3|1 76.96 cM|protein-coding	-2.5243405425142402	6.62546545906492e-06	6.459850750711911
NR_027860	Gm9199|EG668489|-|14 D3|14|pseudo	-2.50905883919221	4.0159926919206395e-05	3.19415941263242
NM_146167	Gimap7|IAN7|Ian3|-|6 B2.3|6|protein-coding	-2.50841494953055	7.24693175817242e-06	6.88648209619516
NM_001290316	Vsig10l|-|-|7 B4|7|protein-coding	-2.50786434234223	0.00011701688588518501	2.4502933573775
NM_033594	Pcdhga11|-|-|18 B3|18|protein-coding	-2.5059243995193397	2.5969196052204e-05	3.67945179750951
NM_033584	Pcdhga1|-|-|18 B3|18|protein-coding	-2.49637110195989	2.9188391048225396e-05	3.6293972097803198
NM_033587	Pcdhga4|-|-|18 B3|18|protein-coding	-2.49637110195989	2.9188391048225396e-05	3.6293972097803198
NM_028006	Tube1|2310061K05Rik|AI551343|Tube|-|10 B1|10|protein-coding	-2.4934114796188	4.15683623194777e-05	3.26556670310354
NM_033589	Pcdhga6|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033593	Pcdhga10|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033580	Pcdhgb8|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033588	Pcdhga5|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033585	Pcdhga2|mKIAA0588|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_001174154	Pcdha4-g|-|-|-|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_001301256	Pcdha6-g|-|-|-|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033592	Pcdhga9|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033574	Pcdhgb1|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033586	Pcdhga3|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_001301259	Pcdha7-g|-|-|-|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033575	Pcdhgb2|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_033590	Pcdhga7|-|-|18 B3|18|protein-coding	-2.49259070556088	2.9841077560876197e-05	3.62621362396268
NM_011676	Unc119|D11Bhm52|HRG4|MRG4|Rg4|Rtg4|Unc119h|RP23-185A18.16-002|11 B5|11 46.74 cM|protein-coding	-2.4904073031351404	1.4537373832731101e-05	4.8624544710867
NM_001048176	Cerkl|Gm1958|Rp26|RP23-335P15.2|2 C3|2|protein-coding	-2.4881099642851896	1.61114504182845e-05	4.70821350233697
NM_145211	Oas1a|L3|-|5 F|5 60.65 cM|protein-coding	-2.4713961221165697	1.73843015791069e-05	4.82820938448993
NM_025385	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	-2.4697278111971497	9.3799621425971e-06	7.63640325625946
NM_033579	Pcdhgb7|-|-|18 B3|18|protein-coding	-2.46529547970333	3.6206737499341204e-05	3.6452619694911497
NM_016764	Prdx4|AOE372|Prx-iv|Prx4|TRANK|RP23-395K13.3|X F3|X 72.38 cM|protein-coding	-2.4633742360698903	3.20133694224383e-05	3.8003768230055397
NM_013921	Prss30|2010015P21Rik|Disp|Disp1|Tmprss8|-|17 A3.3|17 12.17 cM|protein-coding	-2.46228579357446	5.93724197827819e-05	3.1549297876663305
NM_058214	Recql4|RecQ4|-|15|15 D3|protein-coding	-2.46067414227301	4.1575049596584897e-05	3.53401196439973
NM_023117	Cdc25b|AI604853|RP23-387C21.1|2 F1|2 63.29 cM|protein-coding	-2.45851880232199	1.02657583551246e-05	7.89630709716445
NM_017373	Nfil3|AV225605|E4BP4|-|13 B1|13 27.68 cM|protein-coding	-2.45190071913973	1.9348637036471803e-05	4.94284092716667
NM_009112	S100a10|42C|AA409961|AL024248|CAL12|CLP11|Cal1l|p10|p11|-|3 F1-F2|3 40.51 cM|protein-coding	-2.4416943860833	1.1338984188439802e-05	9.54895934206732
NM_010049	Dhfr|8430436I03Rik|AA607882|AI662710|AW555094|-|13 C3|13 47.64 cM|protein-coding	-2.43452304464558	2.45836956849515e-05	4.76008691138646
NM_011701	Vim|-|RP23-185P20.1|2 A2|2 10.04 cM|protein-coding	-2.43416546744979	1.20954186105673e-05	10.1246402644229
NM_001285999	Plekhg5|BC023181|Syx|RP23-284C20.1|4 E2|4|protein-coding	-2.42363959750874	0.00015047120400508401	2.6456336220357
NM_001025615	Ccdc50|C3orf6|RP23-290F22.1|16 B2|16 18.98 cM|protein-coding	-2.4141336379045297	1.69843123914768e-05	6.86613045358658
NM_033591	Pcdhga8|mKIAA4054|-|18 B3|18|protein-coding	-2.4090834727887596	5.603104102648771e-05	3.63900921077975
NM_033578	Pcdhgb6|-|-|18 B3|18|protein-coding	-2.4090834727887596	5.603104102648771e-05	3.63900921077975
NM_133706	Tmem97|1810014L12Rik|AI115531|AL022956|D11Bhm182e|RP23-399H5.9|11 B5|11 46.74 cM|protein-coding	-2.40751446890582	7.21011614199716e-05	3.34923007014439
NM_011495	Plk4|1700028H20|AI385771|Sak|Stk18|-|3 B|3|protein-coding	-2.393174054894	3.15090843856093e-05	4.918358069105071
NM_001163270	Baiap3|Bap3|Gm937|-|17 A3.3|17|protein-coding	-2.38979054561027	1.8916077406472697e-05	8.0634584022681
NM_010176	Fah|-|-|7 D3|7 48.36 cM|protein-coding	-2.38965590185827	0.00022244467905265498	2.5344313732819796
NM_021439	Chst11|1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s|-|10 C1|10|protein-coding	-2.3870432282264	2.51598126287031e-05	5.776677608248299
NM_007763	Crip1|CRHP|CRP1|Crip|-|12 F1|12 61.59 cM|protein-coding	-2.37334591069206	2.12835015014578e-05	8.972263398877528
NM_010496	Id2|AI255428|C78922|Idb2|bHLHb26|-|12 B|12 8.57 cM|protein-coding	-2.3695054109886295	2.3090660310927302e-05	7.57915293091992
NM_033577	Pcdhgb5|-|-|18 B3|18|protein-coding	-2.36907519382284	7.56337901283275e-05	3.6453647416944506
NM_009502	Vcl|9430097D22|AA571387|AI462105|AW545629|-|14 A3|14 11.53 cM|protein-coding	-2.3665495899667097	5.70579718196509e-05	4.03489826316138
NM_053108	Glrx|C86710|D13Wsu156e|Glrx1|Grx1|TTase|RP23-475P8.1|13 C1|13 40.95 cM|protein-coding	-2.3536864732002996	3.10603363741038e-05	6.20193822078833
NR_033508	Gm11110|ENSMUSG00000079414|-|-|ncRNA	-2.35130299855925	0.000100451544199354	3.4428567902152003
NM_172574	Pqlc3|C78076|E030024M05Rik|-|12 A1.1|12|protein-coding	-2.34374139992922	3.38326167892006e-05	6.20675971518837
NM_011723	Xdh|XO|Xor|Xox-1|Xox1|-|17 E2|17 45.25 cM|protein-coding	-2.33819760280881	3.21249507277981e-05	6.9143851063987505
NM_001037134	Ccne2|-|RP23-343F17.5|4|4 A2|protein-coding	-2.33813264360383	0.00011184046469361201	3.43195832339853
NM_026507	Zwilch|2310031L18Rik|-|9|9 D|protein-coding	-2.3315115488682996	7.673897691436891e-05	4.00579697651584
NM_011284	Rpa2|AA409079|AI325195|AU020965|RPA34|Rf-A2|RP23-442A20.4|4 D2.3|4|protein-coding	-2.32271817993872	3.86446690934399e-05	6.423822666617959
NM_033595	Pcdhga12|Pcdh13|pc2c|-|18 C|18|protein-coding	-2.32221014669872	0.000104868196682361	3.68272085974693
NM_027334	Mettl7a1|2210414H16Rik|3300001H21Rik|Aam-B|Mettl7a|UbiE1|-|15|15 F3|protein-coding	-2.3038295023381696	0.000115344241072968	3.73990216665017
NM_010276	Gem|AV020497|RP23-54P14.1|4 A1|4 5.34 cM|protein-coding	-2.2987818757814398	6.4044115266894e-05	5.0948765961458395
NM_008252	Hmgb2|C80539|HMG-2|Hmg2|-|8 B2|8 29.9 cM|protein-coding	-2.29548676169894	0.000136783654130795	3.6039142356929506
NM_029100	Sepn1|1110019I12Rik|AI414492|-|4 D3|4|protein-coding	-2.29427603385209	0.000146635586869806	3.4822416816322797
NM_178389	Gale|2310002A12Rik|AI323962|RP23-161N17.8|4 D3|4|protein-coding	-2.2908041257616403	0.000147951807227395	3.5409831477600497
NM_029840	Tstd3|2610029I01Rik|-|4 A3|4|protein-coding	-2.287519098224	0.000104868196682361	4.21552841080118
NM_001159904	Klrb1c|AI462337|CD161|Ly-59|Ly55c|Ly59|NK-RP1|NK1.1|NKR-P1.9|NKRP1|NKRP140|Nk-1|Nk-1.2|Nk1|Nk1.2|Nkrp1c|ly-55c|-|6 F3|6 63.09 cM|protein-coding	-2.2850484474589803	0.000595131627328285	2.3145093946289705
NM_010436	H2afx|AW228881|H2A.X|H2ax|Hist5-2ax|gammaH2ax|-|9 A5.2|9 24.84 cM|protein-coding	-2.27163381223018	5.6626144729007495e-05	7.01569722523273
NM_010272	Gdf11|BMP-11|Bmp11|-|10 D3|10|protein-coding	-2.26979237080918	0.000196254895022024	3.3532412316472406
NM_172751	Arhgef10|6430549H08Rik|mKIAA0294|-|8 A1.1|8|protein-coding	-2.2681977274766805	0.000593144497578844	2.3916585689783303
NM_012025	Racgap1|AI227039|AI327394|Band25|GTPase|MgcRacGAP|gtl11|mKIAA1478|-|15 F1|15|protein-coding	-2.26526375874506	5.6115864627910495e-05	7.52404056426354
NM_001001932	Eea1|A430109M19Rik|B230358H09Rik|ZFYVE2|-|10 C3|10|protein-coding	-2.26114830004848	0.000128539973626125	4.25531058402084
NM_033576	Pcdhgb4|-|-|18 B3|18|protein-coding	-2.25530549151871	0.00017546189023076	3.66426522618708
NM_001033399	Gfod1|9630032O13|AI850995|-|13 A4|13|protein-coding	-2.25353332956533	9.29754953928215e-05	5.09146776016288
NM_172285	Plcg2|PLCgamma2|Plcg-2|-|8 E1|8 64.26 cM|protein-coding	-2.2534675521998198	0.00016035924456168799	3.80060946755161
NM_053173	Kifc5b|Hset|KNSL2|Kifc5a|-|17 A3.3|17|protein-coding	-2.2450742433415	0.00024553857071763597	3.3102123991670096
NM_008036	Fosb|-|-|7 A2-B1|7 9.56 cM|protein-coding	-2.2385038497771697	7.93367574431528e-05	6.37062781153244
NM_145367	Txndc5|AL022641|ERp46|PC-TRP|-|13 A3.3|13|protein-coding	-2.23596695256412	7.30914202831121e-05	7.23224342827348
NM_001100460	Zbtb42|EG382639|Gm5188|simiRP58|-|12 F1|12|protein-coding	-2.2311799357214905	0.000136632608690994	4.5627089532252505
NM_001004164	Gnptab|EG432486|mKIAA1208|-|10 C1|10|protein-coding	-2.2307981882917596	7.443424315738871e-05	7.78718529496218
NM_013692	Klf10|AI115143|EGR[a]|Egral|Gdnfif|TIEG-1|Tieg|Tieg1|mGIF|-|15 B3.1|15|protein-coding	-2.2294345223396497	0.00010096314678514399	5.44269004805234
NM_001159646	Dut|5031412I06Rik|5133400F09Rik|D2Bwg0749e|Dutp|dUTPase|RP23-216B20.3|2 F1|2 61.33 cM|protein-coding	-2.22928505040426	8.663821893460941e-05	6.30137180098158
NM_133501	Ntng2|2610016D08Rik|Lmnt2|RP23-170D24.1|2 B|2 19.57 cM|protein-coding	-2.2190273790593	0.000170498125384756	4.31399772352852
NM_029977	Polq|A430110D14Rik|-|16 B3|16 26.32 cM|protein-coding	-2.21429717290941	0.000181297156218317	4.27585659670501
NM_175494	Zfp367|8030486J21Rik|ZFF29a|ZFF29b|Znf367|RP23-216H9.1|13 B3|13|protein-coding	-2.2127265298867798	0.000137624096961146	4.8641306180905
NM_001017429	Cox17|AI037035|-|16 B3|16|protein-coding	-2.21101795774052	0.000119515276397158	5.385408730417679
NM_053269	Rad51c|R51H3|Rad51l2|RP23-209O5.3|11 C|11 52.08 cM|protein-coding	-2.20095729118417	0.0006490623223293349	2.6521466690514197
NM_175265	Bora|6720463M24Rik|AI317232|-|14 E2.2|14|protein-coding	-2.19114629136313	0.000207745669576284	4.33566430278428
NM_007971	Ezh2|Enx-1|Enx1h|KMT6|mKIAA4065|-|6 B|6 22.92 cM|protein-coding	-2.18338255737779	0.000121993177692204	6.67024730142447
NM_175382	Fam72a|2700049P18Rik|P17|-|1 E4|1|protein-coding	-2.17971952660126	0.0013330622288541	2.18192437339641
NM_001254946	BC035044|-|-|6 F3|6|protein-coding	-2.17828042320243	0.00118360047848591	2.2744481176896603
NM_183046	Kif20b|33cex|B130024C23|C330014J10Rik|Mphosph1|magoo|-|19 C2|19|protein-coding	-2.17666972917997	0.000205651007224566	4.57440248602222
NM_008348	Il10ra|AW553859|CDw210|CDw210a|Il10r|mIL-10R|-|9 A5.2|9 24.84 cM|protein-coding	-2.17620166819234	0.00013434042104515	6.458026457387249
NM_026376	Plxnd1|6230425C21Rik|b2b1863Clo|b2b553Clo|-|6 E3|6|protein-coding	-2.17488266676814	0.000632041988609493	2.82898687983356
NM_008566	Mcm5|AA617332|AI324988|AL033333|Cdc46|Mcmd5|P1-CDC46|mCD46|mCDC46|-|8 C1|8|protein-coding	-2.16865825968942	0.000124649412899209	8.072398289192598
NM_175645	Xylt1|8030490L12|-|7 F2|7|protein-coding	-2.16223984117625	0.00042466215832119705	3.3533648243646605
NM_023258	Pycard|9130417A21Rik|Asc|CARD5|TMS-1|TNS1|masc|-|7|7 F4|protein-coding	-2.15771448606675	0.000137624096961146	7.487312618561571
NM_010864	Myo5a|9630007J19Rik|AI413174|AI661011|Dbv|MVa|Myo5|MyoVA|Sev-1|d|d-120J|flail|flr|RP24-189I2.1|9 D|9 42.26 cM|protein-coding	-2.15246495284542	0.00019208030061971	5.33755227145295
NM_013571	Ksr1|AW492498|B-KSR1|D11Bhm183e|D11Bhm184e|Ksr|RSU2|hb|RP23-12I13.1|11 B5|11 46.74 cM|protein-coding	-2.1471725912333604	0.000193023658062694	5.65321259191409
NM_008921	Prim1|AI324982|-|10 D3|10 76.39 cM|protein-coding	-2.1465711593275	0.000209910531737951	5.174698340117691
NM_172598	Wdhd1|A630092E18|AND-1|D630024B06Rik|-|14 C1|14|protein-coding	-2.14002674159867	0.000207034420038687	5.390205718395151
NM_001289716	Bcl2l1|Bcl(X)L|Bcl-XL|Bcl2l|BclX|bcl-x|bcl2-L-1|RP23-106A3.4|2 H1|2 75.41 cM|protein-coding	-2.1389348523419396	0.00023147486583952403	5.03743537975678
NM_178624	Fbxl2|2810423A21Rik|Fbl3|-|9 F3|9|protein-coding	-2.13658300895891	0.000387183999367371	3.80074903890569
NM_013812	Cdk2ap1|Apc10|Cdkap1|DORC1|Doc1|ST19|doc-1|p12|-|5 F|5|protein-coding	-2.13411201288119	0.00208581442733968	2.04540399007601
NM_172471	Itih5|4631408O11Rik|5430408M01Rik|E130106B02|RP23-6M16.1|2 A1|2|protein-coding	-2.13300618870182	0.000422918344158939	3.68600763621803
NM_025429	Serpinb1a|1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MNEI|PI2|RP23-427P14.4|13 A4|13 13.75 cM|protein-coding	-2.12973014851852	0.0005728244115907191	3.2618610687022
NM_008892	Pola1|AW321876|Pola|RP23-53K18.2|X C-D|X 41.06 cM|protein-coding	-2.1255551325449398	0.00022571456202733398	5.528999092576409
NR_029460	6530402F18Rik|mKIAA1857|mCG_145104|2|2|ncRNA	-2.12156429882355	0.000275030442808947	4.94962834597858
NM_001109747	Cenpw|2610036L11Rik|Cug2|-|10 A4|10|protein-coding	-2.10815665198351	0.000791162966406822	3.0545479587587403
NM_178683	Depdc1b|9830132O03|AW260467|XTP1|-|13 D2.1|13|protein-coding	-2.10809135440237	0.000287096295002044	5.14942958989715
NM_001013783	Fam71b|Gari-l3|OTTMUSG00000005491|RP23-273O7.4|11 B1.1|11|protein-coding	-2.10615161156602	0.0004269563538456	4.15288221821269
NM_015817	Ppap2c|Lpp2|-|10 C1|10 39.72 cM|protein-coding	-2.10570303070975	0.00236021105947817	2.07380104807208
NM_026024	Ube2t|2700084L22Rik|C80607|-|1 E4|1|protein-coding	-2.10087714661337	0.000597601904373717	3.46472666710127
NM_021567	Pcbp4|1200003L19Rik|AlphaCP-4|-|9|9 F1-F2|protein-coding	-2.0976506051067703	0.00047585468594643	4.07317920499808
NM_019449	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	-2.09504518734595	0.000438246319670029	4.29017672725729
NM_008842	Pim1|Pim-1|-|17 A3.3|17 15.38 cM|protein-coding	-2.09165240951013	0.00023094685606049302	8.46536466273799
NR_030711	Mir22hg|2210403K04Rik|-|11 B5|11|ncRNA	-2.0891607532689	0.0012831939953632302	2.66475707739205
NM_153507	Cpne2|3322401K10Rik|-|8 C5|8|protein-coding	-2.0847924770484703	0.00123770177496169	2.72562177148802
NM_010281	Ggh|gamma-GH|RP23-259B18.3|4 A3|4|protein-coding	-2.07867354910995	0.0004948563876644769	4.29823382739888
NM_028849	Cldnd2|1700071E18Rik|-|7|7 B2|protein-coding	-2.0757861388389798	0.0025171656777804897	2.14686079618438
NM_009113	S100a13|-|-|3 F1-F2|3 39.24 cM|protein-coding	-2.07291961541773	0.000366949582338448	5.26775968812151
NR_102366	AW112010|-|-|19 A|19|ncRNA	-2.06542930531044	0.000285960663774095	8.44947754681015
NM_145223	Alms1|bbb|-|6 C3|6|protein-coding	-2.06191830606081	0.000935023944865198	3.2075099549118797
NM_016767	Batf|B-ATF|SFA-2|-|12 D2|12|protein-coding	-2.05775243680598	0.000349284325470158	6.26925549533283
NM_013754	Insl6|RIF1|-|19|19 C3|protein-coding	-2.05763450443176	0.000700517188749607	3.7372443274315
NM_133838	Ehd4|2210022F10Rik|AI197390|AI846352|AV006278|Past2|RP23-348L16.8|2 E5|2|protein-coding	-2.04805160735594	0.00044691110769127997	5.19863647143492
NM_009344	Phlda1|DT1P1B11|TDAG51|Tdag|-|10 D1|10|protein-coding	-2.0470418740317897	0.000429378388852275	5.37521270389472
NM_021494	Dennd5a|1500012B19Rik|AJ245569|AW496491|ORF37|Rab6ip1|mKIAA1091|-|7 F1|7|protein-coding	-2.0423122570511203	0.00039769076685761297	6.15499609073581
NM_001012236	Trex1|1661|AU041952|-|9 F2|9|protein-coding	-2.03880678859866	0.00043717232744679705	5.750273050785401
NM_001038602	Marveld2|BC003296|MARVD2|Mrvldc2|Tric|Trica|Tricb|Tricc|-|13 D1|13|protein-coding	-2.03457846757891	0.000770101778210352	3.8509077111753
NM_001002011	Lmna|Dhe|-|3 F1|3 38.84 cM|protein-coding	-2.03415379901124	0.0015444336437190301	2.8346853783893105
NM_009229	Sntb2|Snt2|-|8 D3|8 53.38 cM|protein-coding	-2.0297571080580803	0.000457356983352386	5.889777140217251
NM_175352	Unc119b|AA407659|AI414892|-|5 F|5|protein-coding	-2.02624558666886	0.00040654924997167403	7.2520469063977
NM_001080995	Ddias|4632434I11Rik|noxin|-|7|7 E2|protein-coding	-2.02520896447921	0.00126089470285643	3.1331260603114104
NM_178911	Pld4|AI132321|thss|-|12 F1|12|protein-coding	-2.02205563646815	0.0025390118253268198	2.39941469669733
NM_133737	Lancl2|1700003F10Rik|-|6|6 C1|protein-coding	-2.01679293312578	0.0009438389244135961	3.6892120696199604
NM_013872	Pmm1|C77612|-|15 E1|15|protein-coding	-2.01601454324556	0.000595818469456067	5.008502713687929
NM_010392	H2-Q2|BE136769|ENSMUSG00000079507|Gm11132|H-2Q2|gs14-2|-|17 B1|17 18.64 cM|protein-coding	-2.0112578322409203	0.00252118024703392	2.4651545598420297
NM_001077509	Tnfrsf9|4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63|RP23-272N19.6|4 E2|4 81.52 cM|protein-coding	-2.0000954159129	0.000808206340980519	4.44127474961222
NM_009818	Ctnna1|2010010M04Rik|AA517462|AI988031|Catna1|-|18 B1|18 18.89 cM|protein-coding	-1.99346420846269	0.000632041988609493	5.4814469212882
NM_197997	Zgrf1|4930422G04Rik|AI448607|-|3 G2|3|protein-coding	-1.9891182043439999	0.00103013527639937	4.04732871628102
